ngay,do_am,nhiet_do,luong_mua,gia_xang,gia_phan_bon,gia
26-04-2010,13,16.43654228689211,11.320901199735632,16216.2022821628,5067.297875255079,4375.156455644901
27-04-2010,35,15.9016373162747,83.35909422279079,16220.354975528895,5067.3920388181505,9140.852051274762
28-04-2010,95,24.087407528983718,70.8507037991221,16219.498691692475,5068.323135601451,8189.599593446156
29-04-2010,49,23.961575016724836,69.39783796776666,16219.871729557575,5069.649469137975,7971.953162598333
30-04-2010,40,16.01548381409605,40.83432449122617,16218.223048657906,5069.984744554949,6646.64471457514
01-05-2010,82,33.18121955478529,89.89866594870696,16217.331160200909,5069.328465340688,8843.194890700779
02-05-2010,24,35.94986003185683,74.44703198150614,16217.048540784268,5069.041132413494,7433.970774921619
03-05-2010,65,30.380556580304546,83.75814794467863,16214.76532459166,5071.01749776034,8526.295907536783
04-05-2010,12,36.520439800559444,98.06862748814433,16220.858303082856,5071.746249780996,8789.530515713277
05-05-2010,96,33.210077094454725,78.59047270429521,16220.632730382427,5073.350198167844,8226.041422055174
06-05-2010,61,29.15556207403293,92.2360395989806,16226.57726926296,5074.771996531348,8935.388985778041
07-05-2010,53,29.00845899277192,10.171547767852747,16223.545713630123,5075.9898994260875,3998.795355894161
08-05-2010,23,36.3406077194732,54.7458446859561,16222.71475488001,5077.182786638898,6375.338815716736
09-05-2010,41,28.676372182462284,91.70212013566992,16221.392086589522,5077.919031819354,8890.739670839323
10-05-2010,87,30.557041099693087,86.07820973214324,16223.849829154553,5078.413566641787,8738.847692526253
11-05-2010,23,33.012364196706514,57.20013736594252,16221.11857581578,5078.282215529374,6655.28877711959
12-05-2010,69,31.33428335412482,93.0092410506905,16220.18512311799,5079.228485665714,9000.886506323677
13-05-2010,80,33.96023114464145,12.371631134075198,16225.96567911638,5078.397106741563,4073.1747391817435
14-05-2010,36,34.036702359801545,30.900867319455564,16231.330504824566,5077.398739769062,4996.311560535956
15-05-2010,33,34.17407728237524,48.9925495168862,16229.476146797857,5077.892060617375,6214.7705535963405
16-05-2010,87,30.545707792223908,78.53897352750741,16227.936082987397,5077.960250108286,8539.054265491084
17-05-2010,11,28.03612165500919,96.60706939950828,16229.405022334893,5078.656521887645,9082.152986731191
18-05-2010,68,28.503416535066098,81.77016386239933,16232.715298478712,5080.199808970566,8600.341808386329
19-05-2010,61,34.976337897442065,85.2766462209422,16237.793019448525,5081.023362647499,8487.63137494509
20-05-2010,42,37.27017186919383,62.88689481233232,16243.908188627767,5080.703164079877,6721.9311425338165
21-05-2010,20,37.78913201268077,87.89533914668831,16249.619793270796,5079.808887345002,8322.446436755105
22-05-2010,53,37.18339087917479,35.105937469040455,16249.099896450847,5079.849627134902,5324.842155228137
23-05-2010,81,35.54295143081571,84.06854588448546,16252.392977463294,5081.8776313413555,8580.913586120903
24-05-2010,23,37.50373345705796,88.44924008111751,16257.24912637719,5081.174640754031,8187.2418945310155
25-05-2010,73,37.98911137548427,56.752520153580434,16254.2877913203,5081.415155647461,6653.238192624571
26-05-2010,19,32.44947438931664,97.49932740759725,16252.467290606073,5081.46411104842,9125.192611717277
27-05-2010,62,30.803318356819666,78.30467346394958,16257.14184442916,5081.896850516585,8405.762948744125
28-05-2010,81,34.18428470985953,69.33005078271749,16263.51696771492,5082.638756424957,7542.10590665466
29-05-2010,60,34.766715188086685,82.80887015662428,16263.205393389251,5082.869316181201,8363.418879620329
30-05-2010,47,37.38093389568605,57.05049835349394,16262.894669116591,5084.846826810523,6509.696029390319
31-05-2010,16,28.881665481180086,89.89968074163643,16265.94171397608,5085.986976216037,8729.226480536377
01-06-2010,11,29.020979650874704,75.4222896299381,16269.354597370655,5085.417255470538,7663.051306642046
02-06-2010,69,32.13076120603383,54.26520400708692,16266.225541402568,5086.072030645151,6734.758396850495
03-06-2010,24,29.41287749376368,56.64429824730243,16270.644054066935,5087.330029541049,6577.616447417294
04-06-2010,34,34.89601277655253,80.71900764394549,16274.8243417754,5089.177759380234,7914.744129717983
05-06-2010,26,30.038450638168797,40.47591888918198,16279.088555537215,5090.369025495601,5890.1844468264835
06-06-2010,90,31.133671124832542,52.53934775407009,16281.542665206025,5092.237493448844,7054.203735855427
07-06-2010,67,35.26067746758792,76.77492743254707,16280.208929558748,5092.754350683486,7976.047236857543
08-06-2010,99,32.68777106883931,64.3647771814264,16277.619016502473,5093.274400742513,7625.902613096968
09-06-2010,42,34.80933928949058,53.90786335709578,16281.049972483363,5094.256843746126,6616.145568035346
10-06-2010,41,29.03965185123196,51.67520424424043,16283.429214758622,5094.6673157553905,6423.498144580652
11-06-2010,71,29.609899069665985,39.72059511310579,16284.978271897888,5094.185216760577,6213.3425013853985
12-06-2010,34,31.06913577215768,84.91022250219793,16290.308104477754,5093.412210409726,8549.9367884925
13-06-2010,85,29.41012413531736,83.35535127545015,16294.336717000837,5095.400987888963,8721.476611911903
14-06-2010,18,34.04334213943851,18.527173620301443,16299.694936355347,5097.430322384451,4150.017443995271
15-06-2010,36,33.67957865648695,64.51530465873036,16304.951623903578,5098.974250773506,6907.192821066431
16-06-2010,22,33.83247205585193,57.07728494005186,16311.196003567213,5100.212939835785,6621.585112232341
17-06-2010,70,32.97327386613842,71.64297528715684,16311.399387194642,5100.1506616009465,7687.334766534622
18-06-2010,34,37.4439779098788,82.00525006785405,16309.136965205495,5100.009412073704,8111.510588924423
19-06-2010,69,36.360693871120446,57.358811676947724,16307.56421899072,5099.766647019095,6759.861861688597
20-06-2010,43,29.204857476774194,33.845408423387994,16304.673594986232,5101.436749788105,5522.004031858409
21-06-2010,47,37.72505175191254,91.62152498479205,16307.611621343802,5100.477916438257,8632.396901855525
22-06-2010,75,37.11868457944654,97.71972903439874,16311.595876271856,5102.494569307224,9327.253514233416
23-06-2010,72,34.10952640963004,88.5061458219397,16315.59000822149,5104.390364953246,8889.181051043379
24-06-2010,92,35.40835523542224,91.931078641304,16318.214056718272,5105.5933797692105,9053.18153983833
25-06-2010,39,29.327303712153242,46.03332437336594,16320.419002491295,5104.697180861216,6388.121325961171
26-06-2010,49,37.959599688991545,10.5162590754442,16317.478742519988,5104.2553405271665,3879.7706763086126
27-06-2010,66,32.50036887345841,86.9153229667288,16315.733785395525,5104.857035799529,8522.268806011272
28-06-2010,81,34.820411523730534,33.66701118176269,16318.001089014628,5106.5943534291155,5352.828198074595
29-06-2010,81,34.63792568961854,15.620137891713835,16324.24150569047,5107.792295547779,4550.435835322397
30-06-2010,91,31.518708060989773,24.023979271770912,16322.552729783574,5109.160401297401,5250.739086198583
01-07-2010,53,35.6514269635461,38.29456901558689,16326.421570582634,5110.075824913717,5505.494521859503
02-07-2010,67,31.756800958401175,52.94669165890289,16332.914110448666,5111.698852845967,6900.921068181701
03-07-2010,36,37.800272190542294,36.88225258956093,16337.821961363496,5111.796797933293,5102.65761284319
04-07-2010,70,31.87751005049354,24.747925230026254,16338.76322018103,5111.608803045995,5242.113621330851
05-07-2010,17,37.59188973595289,44.80425011817691,16340.53031059623,5112.218753556102,5400.2078141281245
06-07-2010,29,29.198379691719428,58.507618110190364,16343.61728766694,5112.812182155069,6978.205099803084
07-07-2010,41,28.44790328023106,81.09497715491061,16345.869012609332,5114.4388424814515,8428.997576235572
08-07-2010,12,32.47114826167045,73.84678476465311,16346.538959638223,5113.6462314057835,7414.292570799986
09-07-2010,22,35.607787182182136,39.91361281234995,16347.09396885922,5114.673132416384,5455.423177139679
10-07-2010,28,32.18064620047875,17.618178654735864,16349.86844433125,5114.585771999991,4253.493284857416
11-07-2010,18,35.50312652725401,91.362014670107,16347.012421153071,5115.984750620873,8627.96796840026
12-07-2010,23,30.864878808554803,62.40342226246577,16343.98139577827,5116.615691471109,7131.464994936073
13-07-2010,70,33.00502464262975,54.51270162710036,16342.69067594686,5118.057078274874,6666.025898134586
14-07-2010,10,29.549779689617573,53.1009269404414,16346.82969716229,5118.110107949795,6214.667436437871
15-07-2010,65,32.87682234973982,37.758768686254484,16349.545407078751,5118.368423453324,5569.419838002129
16-07-2010,76,37.671908758789215,77.29084851493734,16353.222941615191,5118.520167764821,7951.6477960209395
17-07-2010,16,37.56208475675487,95.16822389204096,16357.77349997644,5119.413464059691,8589.520988664955
18-07-2010,45,29.890334352979277,80.0778639074522,16354.521850160374,5119.859859726302,8098.268239747519
19-07-2010,82,35.57587043862942,96.9190230729715,16353.07931057473,5120.023426350232,9224.592658826126
20-07-2010,20,37.19094306744884,40.92359533129962,16354.755195189202,5121.571510207133,5256.634937439615
21-07-2010,42,29.80840804344459,70.11257428614809,16361.104440351384,5121.588750061441,7487.5163204345445
22-07-2010,37,31.437505076074416,83.28646618118199,16360.24515804311,5121.930587454943,8231.565274138175
23-07-2010,54,35.803909938134936,58.31245572227641,16357.355719952542,5121.0469983219755,6821.606155463058
24-07-2010,100,29.55347089081719,64.743045591102,16363.487498546503,5120.609311411958,7976.495952904204
25-07-2010,82,36.35099928104549,40.3337128831064,16365.932766265389,5121.529570134266,5786.966355578162
26-07-2010,10,33.22261639923874,30.742442391006293,16364.448370589856,5120.661335937152,5021.340594791005
27-07-2010,80,30.560420554640288,99.1403369737724,16362.55778558994,5119.745463342935,9549.254385630484
28-07-2010,72,32.8749937862879,74.30546064636061,16368.272326875269,5121.13516813465,7885.326581085092
29-07-2010,88,28.375266410563523,70.1705062957746,16374.617339145025,5121.241962010985,8176.105674051469
30-07-2010,77,31.58471195871641,34.18582724409865,16379.957157638739,5122.859478457451,5690.911700653837
31-07-2010,28,36.22498448563454,28.520073348612957,16379.924496452277,5122.291543506051,4849.449886021679
01-08-2010,67,28.61637744764275,48.210089129636465,16384.44077134288,5122.958583911451,6411.361805706243
02-08-2010,67,36.06324353564817,76.29241576441211,16381.741972827424,5122.591778991367,7988.001883976916
03-08-2010,28,34.877134364637314,95.21922819105711,16385.465560227258,5122.83225142228,8937.216546276102
04-08-2010,36,30.48177533361341,38.1837088388904,16391.55625055326,5124.5791565154705,5718.898444575942
05-08-2010,79,31.98076224254339,82.02423356594934,16397.488136142143,5123.6095035502385,8367.998339146347
06-08-2010,71,29.075856830365897,52.12340937279225,16402.92213356375,5124.068689711953,6673.140111121054
07-08-2010,39,28.412596826139417,64.63519294305593,16402.631384509496,5124.981680889388,7311.8081041325695
08-08-2010,13,30.43996951765963,80.98694729076267,16407.537332571355,5126.579966161037,8012.287714390135
09-08-2010,76,30.172768808325408,94.63925375044718,16405.789712045713,5127.505117215544,9341.426322420877
10-08-2010,51,33.65147029079654,30.459926833100607,16405.630277845936,5129.168664726539,5202.866729170049
11-08-2010,34,29.782070465899942,32.73720460243616,16403.24582286943,5130.219064219985,5554.101065126258
12-08-2010,19,28.691320274222143,10.776619173606555,16401.490076387625,5131.509693730241,3797.510606914463
13-08-2010,70,37.21137540723981,47.53142492444705,16402.23431921711,5132.853038743936,6125.119276343039
14-08-2010,95,37.518436742707394,49.41011380057991,16402.683807868973,5134.596938138393,6551.059870868941
15-08-2010,60,32.71798032603917,39.64606155839846,16405.306419982575,5133.681654093822,5761.334845528355
16-08-2010,75,31.80595055665787,91.16999212910943,16410.0004888227,5134.737068131998,9023.859957803903
17-08-2010,35,28.61875441196495,41.69773160692811,16410.856885515084,5135.347485965676,6081.781964528666
18-08-2010,92,35.240072844094115,82.38947640229254,16408.768263269394,5136.37404851705,8418.12977511944
19-08-2010,94,32.88118542708779,74.15693349143453,16414.077053041867,5136.097067466958,8243.817267994515
20-08-2010,42,32.72974785618604,36.04856928679466,16412.72223059929,5135.759261952999,5538.034499429532
21-08-2010,12,37.96009936665958,96.52116441726348,16409.552968913336,5135.501502261872,8522.215681534079
22-08-2010,14,35.79172512450602,32.00628277820141,16408.394708870142,5136.070313103183,4743.5284102932055
23-08-2010,99,29.81178366833556,68.62942971112324,16408.022298819753,5135.378535336141,8156.696777333584
24-08-2010,51,28.284131816761032,78.39312996175299,16407.29032897545,5134.936729650451,8283.45746141311
25-08-2010,35,29.31201286176137,61.50611359305647,16407.674552107695,5134.289014874173,7219.355424335393
26-08-2010,10,32.96105775769111,17.835744479288618,16406.416535949276,5134.180235571954,4116.027648719109
27-08-2010,56,37.780590267542095,65.18806605698728,16405.838501285492,5134.830751925593,7029.605718035708
28-08-2010,91,34.974863073530216,78.21543087229968,16402.889411881642,5136.485413238589,8398.873509535062
29-08-2010,10,34.29969408861363,45.299008393681966,16400.99844705048,5135.617903869584,5826.310514056612
30-08-2010,62,35.9220729848496,28.202219545668257,16400.424855307636,5135.819800455915,4858.872075165878
31-08-2010,78,29.93915252035112,71.8936767950104,16398.822792907533,5136.58996662274,7973.678260993433
01-09-2010,83,30.68169316996036,59.91959923259406,16402.638955833125,5137.889565639358,7286.772652648248
02-09-2010,46,36.27072302825093,13.061686718558118,16405.629927472895,5137.732720626114,3855.347342277393
03-09-2010,60,36.27064520527462,57.798675977327235,16403.99701194709,5139.368017006363,6583.008880856583
04-09-2010,99,28.468603450241538,43.485841904877404,16405.654342254005,5141.256462080656,6434.402625298467
05-09-2010,98,29.821525701454572,99.08391874506772,16409.676205795146,5141.398834792334,9760.446844233711
06-09-2010,87,34.336862663844165,47.78438937133436,16414.978916818294,5141.152628631919,6486.3512413667895
07-09-2010,40,30.022213478110498,60.49373834238619,16420.74425005136,5143.000352772927,6947.929711086605
08-09-2010,42,35.10023183703505,40.47611833073648,16422.742096331393,5143.101250331445,5723.43274904201
09-09-2010,60,37.62660967943602,17.710574505623093,16423.676187481975,5142.847271014159,4425.909190164706
10-09-2010,42,37.084415615188696,38.64768827097192,16422.10489561339,5143.728407772623,5290.02071043751
11-09-2010,86,33.50756094723824,55.63499527783205,16427.886250531155,5145.248741210709,7028.248066861458
12-09-2010,16,29.49444601045047,60.48625524665841,16431.32235280221,5144.875827023528,6724.586103858897
13-09-2010,57,32.95816819154291,70.95924703469146,16435.63093058797,5146.3358626450745,7835.555324173236
14-09-2010,49,36.232926484369315,14.042031620397232,16441.56054976008,5147.293107623725,4087.7790737154146
15-09-2010,42,29.838301212760463,14.942460390665232,16438.78124159835,5147.778571633131,4190.535284262756
16-09-2010,36,29.88352263255055,75.87568860638143,16445.05633731666,5149.619022876692,7970.445674592238
17-09-2010,78,33.923236225243166,49.584611405619206,16446.18634901159,5150.041190405408,6598.344071121462
18-09-2010,51,29.58938517342708,23.939046887138133,16447.144496630557,5149.745011256214,5059.353375879834
19-09-2010,28,29.754227519222873,55.40860145922941,16448.065691090622,5150.984949986427,6685.2320367441
20-09-2010,42,35.227689373635386,35.8701131747535,16448.960457145797,5152.596036796398,5280.129789087665
21-09-2010,12,29.044767679190258,47.866560727951196,16448.63341256411,5152.464173808597,6274.2693612736075
22-09-2010,66,28.986183436427915,83.03230811390497,16445.811257132445,5153.439107409644,8753.4876492432
23-09-2010,12,29.847668868467267,63.709615845548214,16442.844991023576,5153.733342608055,7113.90712483003
24-09-2010,64,28.347788218338312,83.01453442669914,16447.87927245268,5155.691267174887,8508.797551027334
25-09-2010,94,36.57711977325464,40.58564656096024,16453.35860858349,5156.381833595657,6174.0846209228275
26-09-2010,48,30.289069709331056,57.8106149287626,16450.968398636047,5156.3597126094555,6946.153709557982
27-09-2010,28,34.6203879946825,74.45360894277671,16456.95401608685,5155.834254381515,7736.835604566703
28-09-2010,58,32.64851917989818,45.29497348430666,16462.533411164495,5156.339895896253,6247.372950754487
29-09-2010,73,32.350002722228496,34.27182066028918,16459.52556527847,5156.263591932872,5642.8941341048985
30-09-2010,40,28.627250987447127,20.48422106858254,16465.222149844038,5157.312902028735,4646.719675887146
01-10-2010,85,27.957391699244496,43.869360296671125,16470.282142709555,5156.777900943221,6343.908759554055
02-10-2010,41,23.9958915109319,94.71477622742874,16467.617302243652,5158.160010026776,9251.473038813097
03-10-2010,66,21.794889095183997,82.01364916935528,16465.564921700992,5159.562523490561,8895.364170970899
04-10-2010,17,21.240191220267526,23.100247675852547,16463.16214076706,5159.748857674609,5237.866071391995
05-10-2010,85,27.80933411452037,20.238029913460565,16469.319352806317,5161.44782228368,5149.643075729672
06-10-2010,85,23.8890252547883,81.98103754839629,16474.875218395693,5161.931845983203,8952.72596388747
07-10-2010,50,23.74478398461484,36.358244384817795,16478.689679052048,5163.865008643401,6062.9476700951045
08-10-2010,34,24.534571596365097,55.48816501110177,16484.897300790733,5165.16032154535,6851.552346359313
09-10-2010,55,21.156962445637397,97.38234145304718,16486.58622194755,5166.509202817285,9879.263100946975
10-10-2010,38,20.75062819284223,46.98497506036841,16485.857858878462,5167.991864222312,6779.950765745917
